wv	R0	R1	R2
510.61	0.9748330454	0.9888358563	0.9784890494
511.02	0.9761915235	0.9904083061	0.9777301217
511.44	0.9768082711	0.9919777178	0.9767890833
511.85	0.9755867558	0.9921040868	0.9745762545
512.26	0.9758403118	0.9920479977	0.9737057591
512.68	0.9766098562	0.9913794071	0.9729458765
513.09	0.9769337999	0.9903105272	0.9721202932
513.5	0.9791534274	0.9904102888	0.9725085994
513.91	0.9803709668	0.9903477599	0.9727988618
514.33	0.9806587048	0.9902443027	0.9716918826
514.74	0.9804242116	0.9899747279	0.9710093896
515.15	0.9800658928	0.9899561251	0.9698837606
515.56	0.980320041	0.9888286811	0.9680513202
515.98	0.980031597	0.9885391928	0.9672424247
516.39	0.9799031538	0.9884042227	0.9669515175
516.8	0.9795389485	0.9875758587	0.9655181645
517.21	0.9787502609	0.9862277258	0.9652245384
517.62	0.9780823047	0.9852065087	0.9637732772
518.04	0.9775660783	0.9833348174	0.9629777225
518.45	0.9773213694	0.982775313	0.9629993874
518.86	0.977285732	0.9819595053	0.9629840874
519.27	0.9779486363	0.981905118	0.9631827594
519.68	0.9784769481	0.98253609	0.9634868074
520.1	0.9789859844	0.9827823712	0.9633888156
520.51	0.9787259783	0.9818864609	0.9611414963
520.92	0.9795395328	0.981753705	0.9602103322
521.33	0.9788695116	0.9804274366	0.9581456303
521.74	0.979961136	0.9794843477	0.9567300112
522.15	0.980559224	0.9794601186	0.9563576879
522.56	0.9806682413	0.9790978463	0.955424102
522.97	0.9811624345	0.9786543141	0.95462434
523.39	0.9823355443	0.977634554	0.9537515231
523.8	0.9827451013	0.9768298004	0.9529566478
524.21	0.9834292766	0.9765932371	0.9511184658
524.62	0.9836062667	0.9762000359	0.9501144212
525.03	0.9838339932	0.9757710309	0.9484543105
525.44	0.9843680037	0.9752312353	0.9471803595
525.85	0.9849593442	0.9755907388	0.9461284755
526.26	0.9847540361	0.9750254387	0.9451889185
526.67	0.9846282224	0.9747818826	0.9447359564
527.08	0.9838866021	0.9738239337	0.9434790006
527.49	0.9841065926	0.9742126798	0.9434273542
527.9	0.9845364252	0.9749400765	0.9429812011
528.31	0.9854960924	0.9757532403	0.9432270976
528.72	0.9852643335	0.9759624467	0.941809685
529.13	0.9852357014	0.975766022	0.9401696716
529.54	0.9862865453	0.9762795108	0.9396447195
529.95	0.9866433495	0.9759608076	0.9382893167
530.36	0.9864497065	0.9763779958	0.936906214
530.77	0.9869904711	0.9781578103	0.9358250705
531.18	0.988671271	0.9789391263	0.9360087931
531.59	0.9897856772	0.9795474654	0.9356343603
532	0.9908197748	0.980086623	0.9353185343
